,Group,Name,Calories,Water,Protein,Carbohydrates,Fat,Sugar,Sucrose,Glucose,Fructose,Lactose,Maletose,Starch,Fiber,Polyols,Ash,Alcohol,Organic_Acids,Saturated_Fat,Fat_Mono.,Fat_Poly.,DHA,Cholesterol,Salt,Calcium,Choline,Cupper,Iron,Iodine,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Retinol,Alpha_Carotene,Beta_Carotene,Caffeine,Theobromine,Galactose,Fluoride,Beta_Cryptoxanthin,Lycopene,Lutein&Zeaxathin,Vitamin A,Vitamin_B1,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_B9,Vitamin_B12,Vitamin_C,Vitamin_D2,Vitamin_D3,Vitamin_D,Vitamin_E,Vitamin_K1,Vitamin_K2
3406,Pork Products,pork fresh loin top loin (roasts) boneless separable lean only cooked roasted,173.0,65.6,27.23,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.927,0.0,0.0,0.0,79.0,0.0,6.0,77.3,0.079,0.64,0.0,26.0,0.006999999999999999,227.0,357.0,35.8,47.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561,0.237,7.277,0.684,0.713,0.0,0.55,0.0,0.0,0.4,0.4,0.1,0.0,0.0
3407,Pork Products,pork fresh spareribs separable lean and fat cooked braised,397.0,40.42,29.06,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,11.12,0.0,0.0,0.0,121.0,0.0,47.0,99.9,0.142,1.85,0.0,24.0,0.014,261.0,320.0,37.4,93.0,4.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.408,0.382,5.475,0.75,0.35,4.0,1.08,0.0,0.0,2.6,2.6,0.34,0.0,0.0
3410,Pork Products,pork  fresh  variety meats and by products  chitterlings  cooked  simmered,233.0,67.87,12.49,0.0,20.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9.52,0.0,0.0,0.0,277.0,0.0,25.0,471.0,0.046,1.47,0.0,9.0,0.08900000000000001,66.0,14.0,27.0,18.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.046,0.087,0.087,0.0,1.0,0.42,0.0,0.0,0.0,0.0,0.23,0.0,0.0
3411,Pork Products,pork  fresh  variety meats and by products  ears  frozen  cooked  simmered,166.0,72.65,15.95,0.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.86,0.0,0.0,0.0,90.0,0.0,18.0,0.0,0.006,1.5,0.0,7.0,0.01,24.0,40.0,4.4,167.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.56,0.037000000000000005,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3412,Pork Products,pork  fresh  variety meats and by products  mechanically separated,304.0,56.87,15.03,0.0,26.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,9.82,0.0,0.0,0.0,77.0,0.0,315.0,0.0,0.08199999999999999,4.25,0.0,16.0,0.011,200.0,298.0,32.9,50.0,2.44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6970000000000001,0.201,3.1710000000000003,0.59,0.37,3.0,0.58,0.7,0.0,0.0,0.0,0.0,0.0,0.0
3413,Pork Products,pork cured bacon unprepared,417.0,44.24,12.62,1.28,39.69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,13.296,0.0,0.0,0.0,66.0,0.0,5.0,47.8,0.042,0.41,0.0,12.0,0.011,144.0,198.0,20.1,662.0,1.18,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.276,0.081,4.022,0.555,0.266,0.0,0.5,0.0,0.0,0.4,0.4,0.43,0.0,0.0
3414,Pork Products,pork cured breakfast strips or unheated,388.0,47.41,11.74,0.7,37.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.91,0.0,0.0,0.0,69.0,0.0,8.0,0.0,0.063,0.94,0.0,12.0,0.03,137.0,204.0,25.0,987.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.18,3.65,0.476,0.21,3.0,0.99,27.2,0.0,0.0,0.0,0.0,0.0,0.0
3415,Pork Products,canadian bacon unprepared,110.0,72.34,20.31,1.34,2.62,0.9,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.9,0.0,0.0,0.0,48.0,0.0,6.0,76.1,0.053,0.44,0.0,20.0,0.015,240.0,683.0,37.1,751.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511,0.141,7.227,0.61,0.241,4.0,0.37,0.0,0.0,0.1,0.1,0.22,0.0,0.0
3416,Pork Products,pork cured feet pickled,140.0,75.0,11.63,0.01,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,2.945,0.0,0.0,0.0,83.0,0.0,32.0,44.5,0.037000000000000005,0.31,0.0,11.0,0.022,87.0,13.0,15.8,946.0,0.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.006,0.015,0.22,0.262,0.006999999999999999,1.0,0.21,0.0,0.0,0.4,0.4,0.21,0.0,0.0
3417,Pork Products,pork cured ham boneless extra lean (approximately 5% fat) roasted,145.0,67.67,20.93,1.5,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,0.0,0.0,1.81,0.0,0.0,0.0,53.0,0.0,8.0,85.1,0.079,1.48,0.0,14.0,0.054000000000000006,196.0,287.0,19.5,1203.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754,0.202,4.023,0.403,0.4,3.0,0.65,0.0,0.0,0.8,0.8,0.25,0.0,0.0
3418,Pork Products,pork cured ham extra lean (approximately 4% fat) canned unheated,120.0,73.52,18.49,0.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,1.51,0.0,0.0,0.0,38.0,0.0,6.0,70.2,0.084,0.94,0.0,17.0,0.025,224.0,364.0,14.5,1255.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836,0.23,5.3020000000000005,0.4920000000000001,0.45,6.0,0.82,0.0,0.0,2.3,2.3,0.17,0.0,0.0
3419,Pork Products,pork cured ham regular (approximately 13% fat) canned roasted,226.0,60.93,20.53,0.42,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,5.04,0.0,0.0,0.0,62.0,0.0,8.0,0.0,0.13,1.37,0.0,17.0,0.029,243.0,357.0,35.9,941.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.26,5.3,0.73,0.3,5.0,1.06,14.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,Pork Products,pork  cured  ham  center slice  country style  separable lean only,195.0,55.93,27.8,0.3,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,0.0,0.0,2.78,0.0,0.0,0.0,70.0,0.0,10.0,105.5,0.108,1.11,0.0,25.0,0.048,318.0,510.0,25.8,2695.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5670000000000001,0.242,3.881,0.402,0.42,5.0,0.88,0.0,0.0,0.9,0.9,0.28,0.0,0.0
3421,Pork Products,pork cured ham center slice separable lean and fat unheated,203.0,63.46,20.17,0.05,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,4.572,0.0,0.0,0.0,54.0,0.0,7.0,0.0,0.07400000000000001,0.75,0.0,16.0,0.031,215.0,337.0,22.6,1386.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845,0.205,4.809,0.498,0.47,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3422,Pork Products,pork cured ham patties unheated,315.0,54.4,12.78,1.69,28.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,10.13,0.0,0.0,0.0,70.0,0.0,8.0,0.0,0.07,1.05,0.0,10.0,0.023,149.0,239.0,15.8,1088.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.154,3.014,0.302,0.16,3.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3423,Pork Products,pork cured ham steak boneless extra lean unheated,122.0,72.24,19.56,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,0.0,1.44,0.0,0.0,0.0,45.0,0.0,4.0,0.0,0.08,1.0,0.0,19.0,0.037000000000000005,260.0,325.0,15.5,1269.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,5.08,0.62,0.37,4.0,0.79,32.3,0.0,0.0,0.0,0.0,0.0,0.0
3424,Pork Products,pork cured ham whole separable lean and fat unheated,246.0,59.71,18.49,0.06,18.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,6.62,0.0,0.0,0.0,56.0,0.0,7.0,0.0,0.071,0.71,0.0,15.0,0.028,201.0,310.0,15.3,1284.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777,0.189,4.463,0.467,0.41,1.0,0.74,34.9,0.0,0.0,0.0,0.27,0.0,0.0
3425,Pork Products,pork cured ham whole separable lean only roasted,157.0,65.78,25.05,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,1.84,0.0,0.0,0.0,55.0,0.0,7.0,101.9,0.087,0.94,0.0,22.0,0.016,227.0,316.0,25.4,1327.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.254,5.02,0.498,0.47,4.0,0.7,0.0,0.0,0.9,0.9,0.26,0.0,0.0
3426,Pork Products,usda commodity pork canned,196.0,65.82,19.4,0.59,12.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,4.225,0.0,0.0,0.0,75.0,0.0,5.0,101.9,0.03,1.05,0.0,20.0,0.037000000000000005,173.0,243.0,46.0,213.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052000000000000005,0.18,5.767,0.452,0.311,1.0,0.93,0.0,0.0,0.0,0.0,0.28,0.0,0.0
3427,Pork Products,pork cured salt pork,748.0,11.0,5.05,0.0,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,29.38,0.0,0.0,0.0,86.0,0.0,6.0,19.3,0.05,0.44,0.0,7.0,0.005,52.0,66.0,5.8,2684.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.061,1.62,0.205,0.08,1.0,0.29,0.0,0.0,0.2,0.2,0.0,0.0,0.0
3428,Pork Products,pork cured separable fat (from ham and arm picnic) unheated,579.0,31.06,5.68,0.09,61.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,22.52,0.0,0.0,0.0,68.0,0.0,5.0,23.2,0.044,0.39,0.0,6.0,0.005,98.0,105.0,4.7,505.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241,0.068,1.82,0.23,0.03,1.0,0.33,0.0,0.0,0.2,0.2,0.0,0.0,0.0
3429,Pork Products,pork cured shoulder arm picnic separable lean and fat roasted,280.0,54.73,20.43,0.0,21.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,7.67,0.0,0.0,0.0,58.0,0.0,10.0,79.8,0.113,0.95,0.0,14.0,0.024,221.0,258.0,33.6,1072.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612,0.19,4.127,0.5589999999999999,0.28,3.0,0.93,0.0,0.0,0.7,0.7,0.24,0.0,0.0
3430,Pork Products,pork cured shoulder blade roll separable lean and fat unheated,269.0,59.13,16.47,0.0,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,7.939,0.0,0.0,0.0,53.0,0.0,7.0,0.0,0.09,0.82,0.0,13.0,0.033,199.0,295.0,22.0,1250.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.22,2.72,0.71,0.26,3.0,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
3431,Pork Products,pork cured ham boneless extra lean and regular unheated,162.0,66.92,18.26,2.28,8.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,2.7,0.0,0.0,0.0,53.0,0.0,7.0,69.9,0.08900000000000001,0.9,0.0,18.0,0.032,236.0,297.0,16.3,1278.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,0.24,5.09,0.454,0.38,3.0,0.8,0.0,0.0,0.6,0.6,0.22,0.0,0.0
3432,Pork Products,pork fresh loin center rib (chops or roasts) boneless separable lean only,152.0,71.98,21.8,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,2.24,0.0,0.0,0.0,55.0,0.0,5.0,0.0,0.058,0.77,0.0,22.0,0.01,207.0,421.0,35.4,45.0,1.69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.856,0.268,5.0360000000000005,0.7659999999999999,0.47,7.0,0.53,0.3,0.0,0.6,0.6,0.18,0.0,0.0
3433,Pork Products,pork  fresh  loin  country style ribs  separable lean and fat,189.0,68.22,19.34,0.0,11.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,2.37,0.0,0.0,0.0,74.0,0.0,22.0,81.4,0.078,0.85,0.0,21.0,0.011,193.0,318.0,32.3,63.0,2.78,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.375,0.253,3.082,1.609,0.539,0.0,1.0,0.0,0.0,0.7,0.7,0.23,0.0,0.0
3434,Pork Products,pork  fresh  loin  country style ribs  separable lean only  cooked  braised,247.0,56.16,27.74,0.0,14.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,5.086,0.0,0.0,0.0,105.0,0.0,33.0,113.5,0.105,1.39,0.0,23.0,0.011,208.0,297.0,48.6,60.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477,0.29600000000000004,5.715,1.4269999999999998,0.491,0.0,0.94,0.0,0.0,1.2,1.2,0.11,0.0,0.0
3435,Pork Products,pork fresh loin tenderloin separable lean and fat,120.0,74.97,20.65,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.181,0.0,0.0,0.0,65.0,0.0,6.0,79.7,0.08900000000000001,0.97,0.0,27.0,0.014,243.0,393.0,30.3,52.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.982,0.337,6.61,0.8370000000000001,0.765,0.0,0.52,0.0,0.0,0.3,0.3,0.22,0.0,0.0
3436,Pork Products,pork fresh ground,263.0,61.06,16.88,0.0,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,7.87,0.0,0.0,0.0,72.0,0.0,14.0,0.0,0.045,0.88,0.0,19.0,0.01,175.0,287.0,24.6,56.0,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.732,0.235,4.338,0.6679999999999999,0.383,5.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
3437,Pork Products,pork fresh ground cooked,297.0,52.75,25.69,0.0,20.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,7.72,0.0,0.0,0.0,94.0,0.0,22.0,88.3,0.044,1.29,0.0,24.0,0.011,226.0,362.0,35.4,73.0,3.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.706,0.22,4.206,0.52,0.391,6.0,0.54,0.7,0.0,0.5,0.5,0.21,0.0,0.0
3438,Pork Products,pork fresh composite of trimmed retail cuts (loin and shoulder blade) separable lean and fat cooked,235.0,59.43,26.07,0.0,13.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,4.703,0.0,0.0,0.0,83.0,0.0,20.0,63.4,0.07,0.93,0.0,24.0,0.006,222.0,345.0,41.8,55.0,2.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.679,0.293,6.3679999999999986,0.727,0.561,2.0,0.68,0.1,0.0,0.9,0.9,0.12,0.0,0.0
3439,Pork Products,usda commodity pork cured ham boneless cooked heated,149.0,71.8,18.84,0.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,1.7009999999999998,0.0,0.0,0.0,73.0,0.0,6.0,0.0,0.114,0.85,0.0,21.0,0.047,292.0,281.0,19.8,1155.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.238,3.553,0.873,0.256,3.0,1.41,23.3,0.0,0.0,0.0,0.0,0.0,0.0
3440,Pork Products,usda commodity pork ground fine/coarse frozen cooked,265.0,57.08,23.55,0.0,18.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,5.515,0.0,0.0,0.0,105.0,0.0,8.0,0.0,0.131,1.51,0.0,23.0,0.01,231.0,311.0,35.4,76.0,3.59,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.598,0.247,3.597,0.923,0.16699999999999998,6.0,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0
3441,Pork Products,hormel cure 81 ham,106.0,74.25,18.43,0.21,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,1.17,0.0,0.0,0.0,51.0,0.0,4.0,0.0,0.1,0.8,0.0,20.0,0.0,0.0,319.0,0.0,1038.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
3442,Pork Products,hormel always tender  pork tenderloin  teriyaki flavored,119.0,71.9,18.2,4.63,3.07,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,1.05,0.0,0.0,0.0,46.0,0.0,7.0,0.0,0.1,1.0,0.0,22.0,0.0,0.0,536.0,0.0,413.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
3443,Pork Products,hormel always tender  pork tenderloin  peppercorn flavored,110.0,74.44,17.21,1.82,3.8,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,1.16,0.0,0.0,0.0,47.0,0.0,14.0,0.0,0.1,1.1,0.0,21.0,0.0,0.0,586.0,0.0,594.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
3445,Pork Products,hormel always tender center cut chops fresh pork,167.0,69.17,18.74,0.84,9.62,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,3.6,0.0,0.0,0.0,52.0,0.0,14.0,0.0,0.1,0.6,0.0,21.0,0.0,0.0,307.0,0.0,378.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
3446,Pork Products,hormel always tender boneless pork loin fresh pork,145.0,71.35,19.02,0.76,7.18,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,2.84,0.0,0.0,0.0,49.0,0.0,4.0,0.0,0.1,0.6,0.0,21.0,0.0,0.0,310.0,0.0,358.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
3447,Pork Products,hormel canadian style bacon,122.0,72.95,16.88,1.87,4.94,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,1.83,0.0,0.0,0.0,49.0,0.0,6.0,0.0,0.1,0.9,0.0,19.0,0.0,0.0,279.0,0.0,1016.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
3448,Pork Products,pork  fresh  loin  top loin (chops)  boneless  separable lean only  with added solution  cooked  pan broiled,169.0,64.49,28.95,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,1.797,0.0,0.0,0.0,75.0,0.0,10.0,98.7,0.063,0.63,0.0,28.0,0.0,320.0,517.0,37.7,209.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631,0.188,10.323,0.7859999999999999,0.489,1.0,0.52,0.0,0.0,0.0,0.0,0.23,0.0,0.0
3449,Pork Products,pork cured bacon cooked baked,548.0,12.52,35.73,1.35,43.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,14.187,0.0,0.0,0.0,107.0,0.0,10.0,119.3,0.182,1.49,0.0,30.0,0.022,506.0,539.0,59.0,2193.0,3.36,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.348,0.251,10.623,1.033,0.309,2.0,1.16,0.0,0.0,0.0,0.0,0.32,0.0,0.0
3450,Pork Products,pork cured bacon cooked microwaved,476.0,20.38,39.01,0.48,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01,0.0,0.0,11.644,0.0,0.0,0.0,111.0,0.0,13.0,107.2,0.117,1.14,0.0,34.0,0.023,389.0,525.0,65.1,1783.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539999999999999,0.257,10.714,1.167,0.513,0.0,1.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0
3451,Pork Products,pork  cured  bacon  pre sliced  cooked  pan fried,468.0,23.65,33.92,1.7,35.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,11.964,0.0,0.0,0.0,99.0,0.0,11.0,89.5,0.105,0.95,0.0,31.0,0.022,388.0,499.0,50.7,1684.0,3.06,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.56,0.232,10.457,1.1,0.535,0.0,1.09,0.0,0.0,0.4,0.4,0.42,0.0,0.0
3452,Pork Products,pork bacon rendered fat cooked,898.0,0.25,0.07,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,31.991,0.0,0.0,0.0,97.0,0.0,1.0,6.5,0.022,0.13,0.0,0.0,0.006,9.0,15.0,5.7,27.0,0.06,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.004,0.015,0.725,0.006999999999999999,0.005,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,Pork Products,pork  cured  ham    water added  rump  bone in  separable lean only  heated  roasted,121.0,70.92,21.41,0.87,3.56,0.84,0.75,0.04,0.05,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,1.254,0.0,0.0,0.0,62.0,0.0,8.0,83.6,0.098,0.71,0.0,18.0,0.022,246.0,250.0,27.5,1150.0,1.81,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.35600000000000004,0.189,4.43,0.531,0.434,4.0,0.36,0.0,0.0,0.0,0.0,0.2,0.0,0.0
3454,Pork Products,pork cured ham and water product whole boneless separable lean only unheated,116.0,73.05,14.07,4.22,4.86,4.22,0.0,3.66,0.41,0.0,0.14,0.0,0.0,0.0,4.01,0.0,0.0,1.4469999999999998,0.0,0.0,0.0,43.0,0.0,8.0,64.9,0.107,0.78,0.0,17.0,0.04,229.0,268.0,29.4,1310.0,1.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.284,0.146,3.87,0.6609999999999999,0.294,4.0,0.34,0.0,0.0,0.6,0.6,0.14,0.0,0.0
3455,Pork Products,pork  cured  ham with natural juices  shank  bone in  separable lean only  heated  roasted,145.0,66.98,24.95,0.34,4.97,0.34,0.05,0.13,0.16,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,1.564,0.0,0.0,0.0,74.0,0.0,7.0,104.3,0.173,1.2,0.0,21.0,0.022,255.0,458.0,48.7,820.0,3.06,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.29100000000000004,0.198,7.792999999999998,0.557,0.381,3.0,0.69,0.0,0.0,0.0,0.0,0.29,0.0,0.0
3456,Pork Products,pork cured ham with natural juices spiral slice meat only boneless separable lean only heated roasted,126.0,69.47,22.56,1.08,3.78,1.08,0.49,0.59,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.493,0.0,0.0,0.0,63.0,0.0,4.0,86.1,0.189,0.84,0.0,22.0,0.022,312.0,349.0,41.8,986.0,1.82,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.468,0.23,6.72,1.05,0.428,1.0,0.51,0.0,0.0,0.8,0.8,0.19,0.0,0.0
3457,Pork Products,pork cured ham separable fat boneless heated,507.0,35.47,8.77,2.0,51.57,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,17.048,0.0,0.0,0.0,72.0,0.0,6.0,0.0,0.33,0.53,0.0,16.0,0.022,169.0,195.0,16.0,677.0,1.14,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.278,0.096,3.08,0.413,0.201,1.0,0.31,0.0,0.0,1.9,1.9,0.35,0.0,0.0
