,Group,Name,Calories,Water,Protein,Carbohydrates,Fat,Sugar,Sucrose,Glucose,Fructose,Lactose,Maletose,Starch,Fiber,Polyols,Ash,Alcohol,Organic_Acids,Saturated_Fat,Fat_Mono.,Fat_Poly.,DHA,Cholesterol,Salt,Calcium,Choline,Cupper,Iron,Iodine,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Sodium,Zinc,Retinol,Alpha_Carotene,Beta_Carotene,Caffeine,Theobromine,Galactose,Fluoride,Beta_Cryptoxanthin,Lycopene,Lutein&Zeaxathin,Vitamin A,Vitamin_B1,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_B9,Vitamin_B12,Vitamin_C,Vitamin_D2,Vitamin_D3,Vitamin_D,Vitamin_E,Vitamin_K1,Vitamin_K2
267,savoury pastries and other starters,vol au vent  filled (average),217.0,59.6,7.13,17.1,13.0,2.54,0.0,0.0,0.0,0.0,0.0,12.5,1.32,0.0,1.79,0.0,0.0,6.59,4.18,1.19,0.11,35.7,1.12,49.1,0.0,0.15,0.86,25.9,16.3,0.16,92.7,168.0,8.7,443.0,0.97,52.4,0.0,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.11,1.17,0.41,0.071,10.2,1.06,0.53,0.0,0.0,0.62,1.21,0.0,0.0
269,savoury pastries and other starters,egg roll or nem with pork cooked,237.0,53.6,6.88,22.6,12.7,1.9,0.0,0.0,0.0,0.0,0.0,20.6,2.4,0.0,1.79,0.0,0.022000000000000002,3.07,6.59,2.38,0.01,15.7,1.14,25.0,717.0,0.12,0.91,20.0,23.0,0.31,82.0,230.0,20.0,457.0,0.79,21.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.01,0.94,0.37,0.08,32.3,0.18,0.5,0.0,0.0,0.25,2.33,1.58,0.0
273,vegetables,swiss chard,12.3,95.4,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.35,1.8,0.5,1.22,0.0,0.13,0.01,0.01,0.01,0.01,0.0,0.57,25.0,221.0,0.03,0.85,20.0,17.0,0.16,10.0,300.0,20.0,53.2,0.07,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015,0.1,0.2,0.036000000000000004,24.7,0.0,3.08,0.0,0.0,0.25,0.25,0.8,0.0
274,vegetables,carrot,36.4,89.6,0.77,6.45,0.26,5.42,0.0,0.0,0.0,0.0,0.0,0.8,2.7,0.14,0.73,0.0,0.0,0.054000000000000006,0.01,0.18,0.0,0.0,0.098,32.6,61.0,0.040999999999999995,0.31,5.0,11.3,0.25,32.7,301.0,0.17,39.0,0.22,0.0,0.0,8290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.047,0.99,0.28,0.13,32.3,0.0,5.84,0.0,0.0,0.0,0.61,13.8,0.0
275,vegetables,mushroom all types,21.6,92.6,2.34,1.88,0.23,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.45,0.65,0.0,0.0,0.055,0.003,0.12,0.0,0.0,0.012,7.78,0.0,0.32,0.69,1.0,10.9,0.061,85.6,341.0,2.78,4.76,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.42,4.55,1.75,0.08199999999999999,29.0,0.0,3.4,0.0,0.0,0.2,0.01,0.0,0.0
278,vegetables,cauliflower,23.0,92.9,1.77,2.05,0.31,1.56,0.0,0.0,0.0,0.0,0.0,0.3,2.13,0.0,0.6,0.0,0.22,0.08800000000000001,0.03,0.09699999999999999,0.0,0.0,0.0092,26.4,0.0,0.033,0.41,0.8,11.9,0.16,46.1,293.0,2.2,3.69,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.067,0.55,0.63,0.16,111.0,0.0,56.6,0.0,0.0,0.0,0.14,15.8,0.0
279,vegetables,cucumber pulp and peel,13.6,96.0,0.64,2.04,0.11,1.34,0.0,0.0,0.0,0.0,0.0,0.67,0.6,0.031,0.39,0.0,0.26,0.035,0.004,0.038,0.0,0.0,0.012,19.2,0.0,0.026000000000000002,0.13,0.3,13.6,0.085,24.7,157.0,10.0,4.8,0.095,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.025,0.15,0.28,0.037000000000000005,12.3,0.0,8.25,0.0,0.0,0.0,0.09,16.4,0.0
284,vegetables,fennel,20.0,92.0,1.14,2.3,0.2,2.21,0.0,0.0,0.0,0.0,0.0,0.092,2.23,0.0,1.03,0.0,0.0,0.046,0.033,0.081,0.0,0.0,0.07400000000000001,39.6,0.0,0.066,0.53,0.5,14.0,0.19,44.4,405.0,0.0,39.5,0.21,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.071,0.42,0.23,0.053,28.5,0.0,10.5,0.0,0.0,0.0,0.58,62.8,0.0
286,vegetables,onion,39.0,89.6,1.1,6.25,0.62,4.8,0.0,0.0,0.0,0.0,0.0,0.5,1.7,0.0,0.48,0.0,0.21,0.2,0.021,0.066,0.0,0.0,0.098,25.0,61.0,0.0001,0.00018999999999999998,10.0,9.0,0.1,37.0,190.0,2.3,39.0,0.23,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.15,0.1,29.6,0.0,3.9,0.0,0.0,0.0,0.045,0.35,0.0
287,vegetables,dandelion,48.8,85.3,2.84,6.1,0.85,0.71,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1.4,0.0,0.0,0.17,0.013999999999999999,0.31,0.0,0.0,0.22,62.3,0.0,0.067,3.1,0.4,13.2,0.16,66.0,397.0,2.2,87.8,0.21,0.0,0.0,5850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.2,0.8,0.084,0.25,27.0,0.0,37.5,0.0,0.0,0.0,3.44,778.0,0.0
288,vegetables,leek,32.6,87.6,1.59,4.9,0.25,3.15,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.055999999999999994,1.02,0.0,0.0,0.05,0.006999999999999999,0.14,0.0,0.0,0.034,50.7,0.0,0.087,1.5,1.1,19.0,0.34,40.3,208.0,0.56,14.5,0.21,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.065,0.5,0.13,0.24,73.0,0.0,18.5,0.0,0.0,0.0,0.74,47.0,0.0
289,vegetables,sweet pepper green yellow or red,26.8,92.1,0.8,4.55,0.27,2.7,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.58,0.0,0.0,0.071,0.02,0.16,0.0,0.0,0.021,7.7,61.0,0.1,0.4,5.0,11.9,0.1,22.5,155.0,0.1,8.4,0.13,2.0,0.0,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040999999999999995,0.040999999999999995,0.74,0.12,0.38,40.7,0.0,121.0,0.0,0.0,0.5,1.44,0.0,0.0
292,vegetables,tomato,18.4,94.1,0.86,2.26,0.26,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.012,0.97,0.0,0.39,0.055999999999999994,0.035,0.12,0.0,0.0,0.0081,8.14,51.0,0.028999999999999998,0.12,0.2,10.1,0.066,26.6,256.0,10.0,3.22,0.087,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.019,0.65,0.21,0.08199999999999999,22.7,0.0,15.5,0.0,0.0,0.0,0.66,7.9,0.0
293,vegetables,artichoke globe,45.7,84.9,3.1,5.02,0.18,0.99,0.0,0.0,0.0,0.0,0.0,0.6,5.4,0.0,1.12,0.0,0.27,0.036000000000000004,0.005,0.064,0.0,0.0,0.15,52.0,0.0,0.23,1.19,0.5,47.8,0.26,81.2,387.0,0.23,60.5,0.49,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.063,1.05,0.32,0.11,68.0,0.0,11.7,0.0,0.0,0.0,0.27,14.8,0.0
294,vegetables,eggplant,21.2,92.9,1.12,2.39,0.14,2.39,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.58,0.0,0.18,0.034,0.016,0.076,0.0,0.0,0.0063,8.7,0.0,0.081,0.32,0.15,12.0,0.24,27.2,235.0,0.2,2.5,0.16,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.034,0.72,0.25,0.08199999999999999,24.5,0.0,2.1,0.0,0.0,0.0,0.17,3.5,0.0
295,vegetables,cardoon,13.6,94.0,0.66,1.7,0.1,1.5,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,1.13,0.0,0.0,0.011000000000000001,0.018000000000000002,0.040999999999999995,0.0,0.0,0.3,70.0,0.0,0.23,0.7,0.095,42.0,0.26,23.0,400.0,0.2,170.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.3,0.34,0.12,68.0,0.0,2.0,0.0,0.0,0.0,0.19,0.0,0.0
297,vegetables,button mushroom or cultivated mushroom,21.1,93.9,2.62,1.33,0.36,1.06,0.0,0.0,0.0,0.0,0.0,0.085,1.0,0.19,0.71,0.0,0.13,0.067,0.012,0.14,0.0,0.0,0.098,6.03,61.0,0.35,0.31,1.0,10.5,0.076,96.6,364.0,6.47,39.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.29,5.0,1.57,0.1,34.5,0.0,3.09,0.0,0.0,0.3,0.02,0.0,0.0
299,vegetables,brussels sprout,50.1,85.0,3.98,5.67,0.4,2.2,0.0,0.0,0.0,0.0,0.0,1.0,3.95,0.0,1.27,0.0,0.0,0.07,0.019,0.23,0.0,0.0,0.040999999999999995,32.3,0.0,0.062,1.15,0.25,23.5,0.3,76.4,436.0,1.1,16.5,0.43,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.77,0.52,0.25,95.5,0.0,103.0,0.0,0.0,0.0,0.89,214.0,0.0
301,vegetables,french bean,31.0,90.4,1.85,3.85,0.21,3.03,0.0,0.0,0.0,0.0,0.0,0.82,2.85,0.0,0.68,0.0,0.2,0.06,0.0085,0.11,0.0,0.0,0.0096,48.5,16.0,0.063,1.02,0.8,21.0,0.23,38.5,224.0,0.3,3.85,0.32,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.11,0.72,0.14,0.12,48.5,0.0,13.6,0.0,0.0,0.0,0.36,14.4,0.0
305,vegetables,french bean frozen,34.0,89.4,1.97,4.35,0.17,1.96,0.0,0.0,0.0,0.0,0.0,1.53,3.68,0.1,0.63,0.0,0.0,0.049,0.0053,0.078,0.0,0.0,0.013000000000000001,51.5,0.0,0.063,0.85,0.8,22.0,0.29,40.8,186.0,0.3,3.86,0.31,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.092,0.5,0.077,0.068,39.5,0.0,18.0,0.0,0.0,0.0,0.24,38.4,0.0
308,vegetables,cauliflower frozen,25.9,92.5,2.09,2.64,0.37,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.52,0.0,0.0,0.1,0.019,0.13,0.0,0.0,0.047,21.7,0.0,0.031,0.51,0.3,12.0,0.2,41.6,193.0,0.8,20.3,0.17,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.07,0.43,0.14,0.12,64.0,0.0,51.9,0.0,0.0,0.0,0.07,15.4,0.0
311,vegetables,sweet pepper green,19.8,93.8,0.74,2.8,0.24,2.18,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.42,0.0,0.0,0.057,0.008,0.11,0.0,0.0,0.0032,13.5,0.0,0.057,0.35,0.4,11.2,0.09300000000000001,23.7,181.0,2.23,1.09,0.12,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.027000000000000003,0.54,0.16,0.21,22.5,0.0,92.2,0.0,0.0,0.0,0.46,7.4,0.0
314,vegetables,beetroot,50.6,86.7,1.74,9.1,0.24,6.76,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.94,0.0,0.0,0.038,0.028999999999999998,0.094,0.0,0.0,0.15,22.1,0.0,0.098,0.7,0.5,19.0,0.46,38.1,328.0,0.2,60.5,0.54,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.043,0.27,0.15,0.059000000000000004,100.0,0.0,6.45,0.0,0.0,0.0,0.06,0.2,0.0
315,vegetables,shallot,58.7,79.6,1.84,8.35,1.43,3.63,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.8,0.0,0.0,0.23,0.013999999999999999,0.039,0.0,0.0,0.043,37.0,0.0,0.08800000000000001,1.2,2.0,21.0,0.29,60.0,334.0,0.0,11.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.2,0.29,0.35,34.0,0.0,8.0,0.0,0.0,0.0,0.04,0.8,0.0
318,vegetables,chanterelle or girolle mushroom,33.1,88.7,2.28,2.3,0.78,1.87,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.43,1.38,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.016,8.33,50.0,0.39,3.52,3.3,10.0,0.28,53.5,449.0,0.9,5.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.31,5.44,1.08,0.042,2.0,0.0,5.5,0.0,0.0,5.3,0.06,0.0,0.0
319,vegetables,morel,24.5,89.6,3.16,0.1,0.54,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.055999999999999994,1.58,0.0,0.0,0.16,0.028999999999999998,0.24,0.0,0.0,0.064,43.0,8.0,0.63,1.2,0.0,19.0,0.59,194.0,411.0,0.0,21.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.21,2.25,0.44,0.14,9.0,0.0,5.0,0.0,0.0,5.1,0.05,0.0,0.0
320,vegetables,sweet corn on the cob frozen,97.4,73.3,3.36,17.0,1.19,3.78,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.65,0.0,0.0,0.19,0.34,0.58,0.0,0.0,0.01,4.18,0.0,0.15,0.59,0.5,30.3,0.25,108.0,276.0,4.0,4.0,1.05,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08199999999999999,1.72,0.39,0.18,36.5,0.0,6.9,0.0,0.0,0.0,0.37,0.35,0.0
321,vegetables,sorrel,23.4,93.0,1.89,1.6,0.65,1.54,0.0,0.0,0.0,0.0,0.0,0.055,1.8,0.0,1.1,0.0,0.0,0.1,0.04,0.26,0.0,0.0,0.0094,44.0,0.0,0.13,2.4,0.4,103.0,0.35,63.0,390.0,0.9,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.5,0.040999999999999995,0.12,13.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
322,vegetables,oyster mushroom,25.5,89.2,3.06,1.5,0.36,0.71,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.45,1.01,0.0,0.0,0.062,0.031,0.12,0.0,0.0,0.034,5.0,0.0,0.24,1.17,0.0,18.0,0.11,120.0,420.0,0.0,13.5,0.77,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.35,4.96,1.29,0.11,38.0,0.0,4.0,0.0,0.0,0.7,0.0,0.0,0.0
324,vegetables,tomato green,24.8,93.0,1.2,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.5,0.0,0.0,0.027999999999999997,0.03,0.081,0.0,0.0,0.033,13.0,0.0,0.09,0.51,0.0,10.0,0.1,28.0,204.0,0.0,13.0,0.07,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.5,0.5,0.081,9.0,0.0,23.4,0.0,0.0,0.0,0.38,10.1,0.0
325,vegetables,lima bean,105.0,70.2,6.84,15.3,0.86,1.48,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.36,1.89,0.0,0.0,0.2,0.05,0.42,0.0,0.0,0.02,34.0,0.0,0.32,3.14,0.0,58.0,1.22,136.0,467.0,0.0,8.0,0.78,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,1.47,0.25,0.2,34.0,0.0,23.4,0.0,0.0,0.0,0.32,5.6,0.0
333,vegetables,chili pepper,44.5,87.9,1.87,7.7,0.32,5.3,0.0,0.0,0.0,0.0,0.0,2.3,1.65,0.0,0.74,0.0,0.0,0.031,0.018000000000000002,0.17,0.0,0.0,0.02,14.0,0.0,0.15,1.12,0.0,24.0,0.21,55.3,331.0,0.0,8.0,0.28,0.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.08800000000000001,1.07,0.13,0.39,23.0,0.0,155.0,0.0,0.0,0.0,0.69,14.0,0.0
334,vegetables,caesar's mushroom or royal agaric,23.2,92.9,2.0,2.45,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.45,0.44,0.0,0.0,0.07,0.0,0.17,0.0,0.0,0.013000000000000001,17.0,0.0,0.0,1.1,0.0,0.0,0.0,89.0,320.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31,4.0,0.0,0.18,44.0,0.0,3.0,0.0,0.0,2.1,0.12,0.0,0.0
335,vegetables,cep or boletus mushroom,31.6,90.3,3.13,3.03,0.43,1.7,0.0,0.0,0.0,0.0,0.0,0.2,1.93,0.45,0.81,0.0,0.0,0.071,0.0,0.27,0.0,0.0,0.024,23.0,0.0,0.23,1.0,0.0,12.0,0.17,129.0,361.0,120.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.32,4.45,2.7,0.18,44.0,0.0,3.0,0.0,0.0,3.1,0.04,0.0,0.0
336,vegetables,field mushroom,25.3,92.1,2.3,2.45,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.45,0.45,0.0,0.0,0.1,0.01,0.22,0.0,0.0,0.013000000000000001,10.0,0.0,0.0,1.2,0.0,0.0,0.0,102.0,320.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,4.2,0.0,0.18,44.0,0.0,4.0,0.0,0.0,0.0,0.12,0.0,0.0
341,vegetables,sweet pepper yellow,29.4,92.0,1.0,5.42,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.45,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.005,11.0,0.0,0.11,0.46,0.0,12.0,0.12,24.0,212.0,0.0,2.0,0.17,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027999999999999997,0.025,0.89,0.17,0.17,26.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0
343,vegetables,tomato cherry,21.4,92.0,0.8,3.0,0.4,2.96,0.0,0.0,0.0,0.0,0.0,0.03,1.3,0.013000000000000001,0.5,0.0,0.0,0.054000000000000006,0.06,0.16,0.0,0.0,0.033,11.0,16.0,0.06,0.4,2.0,11.0,0.1,30.0,290.0,0.01,13.0,0.2,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,1.0,0.25,0.14,17.0,0.0,28.0,0.0,0.0,0.0,1.22,0.0,0.0
344,vegetables,snow pea,44.8,88.3,3.08,6.2,0.27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.63,0.0,0.0,0.039,0.021,0.08900000000000001,0.0,0.0,0.01,40.7,0.0,0.079,2.08,0.0,24.0,0.24,56.8,200.0,0.0,4.0,0.27,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.6,0.75,0.16,42.0,0.0,60.0,0.0,0.0,0.0,0.39,25.0,0.0
345,vegetables,parsnip,58.3,80.6,1.54,10.1,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.81,0.99,0.0,0.0,0.063,0.07,0.17,0.0,0.0,0.02,45.5,0.0,0.13,0.7,0.25,29.5,0.48,82.5,505.0,0.2,8.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,1.95,0.6,0.1,67.0,0.0,11.5,0.0,0.0,0.0,1.9,22.5,0.0
346,vegetables,mung bean sprouted or soy spouts,30.5,91.7,2.57,3.4,0.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.34,0.0,0.0,0.0002,0.0002,0.0002,0.0002,0.0,0.043,16.0,6.7,0.1,0.44,20.0,16.0,0.12,43.0,120.0,50.0,17.1,0.32,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.06,0.71,0.17,0.06,61.3,0.0,4.13,0.0,0.0,0.5,0.095,2.1,0.0
347,vegetables,butter bean or yellow bean,36.1,90.1,1.85,5.6,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.63,0.0,0.0,0.026000000000000002,0.005,0.059000000000000004,0.0,0.0,0.015,41.0,0.0,0.07,1.07,0.6,26.0,0.21,38.0,209.0,0.0,6.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.68,0.07200000000000001,0.087,68.5,0.0,18.7,0.0,0.0,0.0,0.45,0.0,0.0
348,vegetables,salsify black,83.1,77.0,3.21,15.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.031,42.1,0.0,0.1,0.7,0.2,27.6,0.27,84.5,384.0,0.0,12.3,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.4,0.37,0.17,26.0,0.0,5.5,0.0,0.0,0.0,0.8,0.0,0.0
349,vegetables,bamboo shoots,35.1,89.8,2.52,5.08,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.95,0.0,0.0,0.053,0.0053,0.1,0.0,0.0,0.01,15.5,0.0,0.19,0.4,0.0,3.0,0.26,54.5,517.0,0.0,4.0,1.1,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.095,0.55,0.16,0.24,7.0,0.0,7.5,0.0,0.0,0.0,1.0,0.0,0.0
350,vegetables,garden cress,27.1,91.1,2.55,2.2,0.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,1.15,0.0,0.0,0.047,0.14,0.26,0.0,0.0,0.096,75.5,0.0,0.13,1.8,0.9,41.0,0.55,76.0,368.0,0.0,38.5,0.35,0.0,0.0,4150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,1.75,0.27,0.27,95.0,0.0,52.0,0.0,0.0,0.0,2.15,542.0,0.0
352,vegetables,rutabaga or swede,33.8,89.5,1.17,5.7,0.13,4.46,0.0,0.0,0.0,0.0,0.0,0.4,2.6,0.0,0.66,0.0,0.0,0.023,0.02,0.068,0.0,0.0,0.027999999999999997,45.2,0.0,0.031,0.35,0.5,17.0,0.14,47.8,349.0,0.0,11.0,0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.04,1.25,0.14,0.11,24.0,0.0,33.0,0.0,0.0,0.0,0.3,0.3,0.0
353,vegetables,butter bean or yellow bean frozen,33.8,89.9,2.0,4.9,0.17,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.53,0.0,0.0,0.047,0.008,0.11,0.0,0.0,0.0092,51.0,0.0,0.049,0.78,0.4,22.0,0.39,32.0,186.0,0.0,2.5,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.092,0.5,0.085,0.042,15.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
355,vegetables,brussels sprout frozen,43.2,86.3,3.43,4.5,0.33,2.35,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0,0.89,0.0,0.0,0.062,0.016,0.18,0.0,0.0,0.028999999999999998,34.0,0.0,0.043,0.82,0.25,22.0,0.29,65.5,427.0,1.1,14.0,0.37,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.69,0.35,0.19,93.5,0.0,77.5,0.0,0.0,0.0,0.34,250.0,0.0
356,vegetables,carrot frozen,30.5,90.9,0.63,4.99,0.27,4.73,0.0,0.0,0.0,0.0,0.0,0.26,2.76,0.0,0.61,0.0,0.0,0.067,0.01,0.19,0.0,0.0,0.15,34.9,0.0,0.07400000000000001,0.41,0.0,12.0,0.17,33.0,235.0,0.0,51.0,0.33,0.0,0.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.037000000000000005,0.46,0.19,0.095,10.0,0.0,4.32,0.0,0.0,0.0,0.57,17.6,0.0
357,vegetables,cucumber pulp,11.4,96.5,0.58,1.5,0.19,1.38,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.33,0.0,0.0,0.078,0.002,0.003,0.0,0.0,0.016,14.0,61.0,0.071,0.22,5.0,12.0,0.073,21.0,136.0,0.0,6.5,0.17,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.018000000000000002,0.11,0.16,0.048,10.0,0.0,3.73,0.0,0.0,0.0,0.03,7.2,0.0
359,vegetables,roman rocket,27.9,91.7,2.58,2.1,0.66,2.05,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.4,0.0,0.0,0.086,0.049,0.32,0.0,0.0,0.068,160.0,0.0,0.076,1.46,0.0,47.0,0.32,52.0,369.0,0.0,27.0,0.47,0.0,0.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.086,0.31,0.44,0.073,97.0,0.0,15.0,0.0,0.0,0.0,0.43,109.0,0.0
362,vegetables,artichoke base frozen,59.7,84.7,2.08,8.09,0.43,1.89,0.0,0.0,0.0,0.0,0.0,0.0,7.54,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,vegetables,sweet corn frozen,105.0,71.8,3.28,19.8,0.78,3.78,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.65,0.0,0.0,0.12,0.23,0.37,0.0,0.0,0.013000000000000001,4.0,0.0,0.051,0.68,0.0,32.0,0.16,87.0,294.0,0.0,5.0,0.7,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08800000000000001,1.68,0.29,0.18,40.0,0.0,7.2,0.0,0.0,0.0,0.09,0.4,0.0
